# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Feb 16 13:32:45 UTC 2021 [seed=1613482363722]
# bears_aligned_ccs.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
1908000	-30338.000095230695	-77.95675340024945	-30260.043341830446	1097194.502241177	1097194.502241177	3335358.7296919846	1062116.6371485745	67.1031582193745	0.3231088546524642	0.25114584925401107	0.14942446940481274	0.2763208266887096	0.09975549302192233	3.314832781479834E-8	3.314832781479835E-8	-30260.043341830446	0.0	-73.16674350160349
1909000	-30331.41082968834	-78.93812089342498	-30252.472708794914	1281084.5912874865	1281084.5912874865	3874231.618793523	1348682.4185892236	62.26059718483658	0.31546326944355374	0.24976437375285657	0.14942446940481274	0.28534788739877454	0.2522568604654316	2.6621504475231427E-8	2.6621504475231427E-8	-30252.472708794914	0.0	-74.02299335466476
1910000	-30332.12363948548	-77.46998245633284	-30254.653657029146	1224760.4077523928	1224760.4077523928	3665917.054131834	975100.9319438074	51.23615650269582	0.3172267640438938	0.24976437375285657	0.15018164471110554	0.2828272174921416	0.22369005167974326	2.9330842952199856E-8	2.9330842952199862E-8	-30254.653657029146	0.0	-73.42913562754524
1911000	-30331.215983759786	-79.10276135252224	-30252.113222407264	1232880.5977083333	1232880.5977083333	3757163.2008583387	1849235.229620827	51.00424260402933	0.3172267640438938	0.25195805011811956	0.15081587290749443	0.27999931293048974	0.17029127013583545	2.7673650449207818E-8	2.7673650449207818E-8	-30252.113222407264	0.0	-74.58670383639985
1912000	-30333.459246839513	-78.42591452484677	-30255.033332314666	1419238.189894601	1419238.189894601	4353671.813053785	1151679.5199007795	51.00424260402933	0.3172267640438938	0.25195805011811956	0.1508395539840269	0.2799756318539573	0.24489048290313598	2.2510127604403816E-8	2.251012760440382E-8	-30255.033332314666	0.0	-74.41711751575686
1913000	-30332.691076135525	-77.82780217028167	-30254.863273965242	1284227.8165306952	1284227.8165306952	3941111.8628899297	932706.2797797545	53.61783704589798	0.3184306804897434	0.25782368855425675	0.14500222691747935	0.2787434040385181	0.17850368717989312	2.633102588571197E-8	2.6331025885711973E-8	-30254.863273965242	0.0	-73.88418107012264
1914000	-30331.490120419792	-77.92410104782016	-30253.56601937197	1129815.3178522428	1129815.3178522428	3436004.727202549	1395086.0380129544	48.98787076634832	0.3140355333794481	0.25782368855425675	0.14609984058228737	0.2820409374840053	0.1708202036681451	3.166682596196904E-8	3.1666825961969034E-8	-30253.56601937197	0.0	-73.68739987375403
1915000	-30334.340328946048	-76.50749317404694	-30257.832835772002	1221448.5687466832	1221448.5687466832	3617526.8691241024	727045.0934277012	45.07380773751182	0.31099006578081195	0.25782368855425675	0.14609984058228737	0.2850864050826415	0.14076527768780836	2.946429525550934E-8	2.946429525550934E-8	-30257.832835772002	0.0	-73.28178514904316
1916000	-30333.146783894837	-77.03182030301929	-30256.11496359182	1206386.4099425205	1206386.4099425205	3623884.568104643	722020.6264362485	51.43439727151993	0.31534955246219426	0.2560169638442335	0.148665377632187	0.2799681060613828	0.166093981406374	3.051906777197445E-8	3.051906777197445E-8	-30256.11496359182	0.0	-73.36683390098128
1917000	-30337.059498444636	-79.61056955764867	-30257.448928886988	1321659.6780090027	1321659.6780090027	3935373.5928174527	1637092.2564146998	65.71614656409517	0.31317607639135153	0.2560169638442335	0.15083885370302977	0.2799681060613828	0.20519522875769516	2.874594410672597E-8	2.874594410672597E-8	-30257.448928886988	0.0	-74.3920240019317
1918000	-30331.38986972127	-77.96157197947349	-30253.428297741797	1126627.655554014	1126627.655554014	3455560.835197358	990524.6557820683	65.71614656409517	0.3148537324037921	0.25166164246842426	0.1491611976905892	0.284323427437192	0.1593127155880121	2.949029589843664E-8	2.9490295898436633E-8	-30253.428297741797	0.0	-73.27066133134299
1919000	-30332.013458896163	-77.56087912368577	-30254.45257977248	1203911.874240832	1203911.874240832	3603298.571685194	827496.1542120213	60.08631620063525	0.3148537324037921	0.25152144939909493	0.14533415574692973	0.28829066245018087	0.1645392057699363	2.893210283884141E-8	2.8932102838841414E-8	-30254.45257977248	0.0	-73.33706716049674
1920000	-30335.904465401687	-79.72101477292557	-30256.183450628763	1322365.7824818883	1322365.7824818883	4120067.2337954296	1310190.8072521428	77.17005890969054	0.3148537324037921	0.2568830116482041	0.14533415574692973	0.2829291002010717	0.2167052468268749	2.504839631345196E-8	2.5048396313451955E-8	-30256.183450628763	0.0	-74.3074321369581
1921000	-30336.42046960967	-79.19583732696896	-30257.2246322827	1354426.2889522691	1354426.2889522691	4247121.250034605	1565470.596696895	54.548322128014334	0.31269704065039994	0.2563966357783207	0.1449170770735835	0.2859892464976935	0.2124902220577928	2.494823750122249E-8	2.49482375012225E-8	-30257.2246322827	0.0	-74.67843441592817
1922000	-30332.37749383362	-76.72318451061912	-30255.654309323003	1181796.6932129592	1181796.6932129592	3568012.5020548087	623177.7811286498	48.07098777604974	0.31269704065039994	0.2563966357783207	0.1449170770735835	0.2859892464976935	0.10173126820863379	3.015424003301264E-8	3.015424003301264E-8	-30255.654309323003	0.0	-73.5288239532312
1923000	-30332.992293136762	-79.97613647362296	-30253.01615666314	1329541.3088715468	1329541.3088715468	4062009.588878083	1632911.0502179035	73.18662216042213	0.31269704065039994	0.2561030273236016	0.14521068552830266	0.2859892464976935	0.1832113660806943	2.6093653640253183E-8	2.6093653640253187E-8	-30253.01615666314	0.0	-74.54461585649204
1924000	-30331.258088355033	-77.0987530492158	-30254.159335305816	1086156.5076418943	1086156.5076418943	3317876.01181048	1033905.5402416112	48.4042386423753	0.31269704065039994	0.25414424906406974	0.14957071987746756	0.2835879904080604	0.1910722931940477	3.298345612026072E-8	3.298345612026072E-8	-30254.159335305816	0.0	-73.11679173910751
1925000	-30331.115670134084	-77.69334576617746	-30253.422324367908	1179070.3126678492	1179070.3126678492	3507525.3336307565	1151852.8499420185	52.84250194262115	0.31269704065039994	0.25414424906406974	0.14957071987746756	0.2835879904080604	0.23549978588553774	2.8777801181431153E-8	2.877780118143115E-8	-30253.422324367908	0.0	-73.36712193974392
1926000	-30329.441794334663	-77.71516522782068	-30251.726629106844	1146828.3724787966	1146828.3724787966	3449324.246724672	1071385.0915089757	58.58273839518371	0.31557388445655343	0.25414424906406974	0.14669387607131407	0.2835879904080604	0.1926687510074661	3.029216479757886E-8	3.029216479757886E-8	-30251.726629106844	0.0	-73.2070969940943
1927000	-30334.493399724914	-78.26652527730107	-30256.226874447613	1337737.4313918385	1337737.4313918385	4035437.744445485	584611.9955089918	56.04219416929947	0.31557388445655343	0.2561574968652457	0.14824449387208655	0.28002412480611194	0.178892125482771	2.4323472633616148E-8	2.4323472633616148E-8	-30256.226874447613	0.0	-74.7171215076561
1928000	-30331.009274799966	-78.15618019537825	-30252.853094604587	1319868.2656016462	1319868.2656016462	3920258.5773012163	1241641.0832168655	56.04219416929947	0.31453230139542904	0.2542879368309391	0.14824449387208655	0.28293526790154294	0.12203031492915602	2.7804452840194497E-8	2.7804452840194497E-8	-30252.853094604587	0.0	-73.87505863881253
1929000	-30333.24774335191	-77.62937130817275	-30255.618372043737	1248354.56367847	1248354.56367847	3846013.5078470064	842604.1293538668	48.94320514048349	0.31453230139542904	0.25163665188578266	0.14679163464077616	0.28703941207800976	0.2624700775910322	2.677661977305591E-8	2.677661977305591E-8	-30255.618372043737	0.0	-73.86224279221021
1930000	-30337.628371601942	-80.2789423721101	-30257.34942922983	1610755.6961030725	1610755.6961030725	4814177.1356690815	2018448.0469316095	59.76291807390173	0.3103249424574307	0.25163665188578266	0.14679163464077616	0.2912467710160081	0.18400470571106275	2.13536203821167E-8	2.13536203821167E-8	-30257.34942922983	0.0	-75.43877358346134
1931000	-30330.637417129503	-78.19170131066303	-30252.44571581884	1388593.0513330745	1388593.0513330745	4146635.885016541	704810.1835506938	58.49355376528373	0.31384755451240415	0.2505498365914577	0.14970160826519457	0.2859010006309412	0.19260348858340912	2.5576063534728456E-8	2.5576063534728456E-8	-30252.44571581884	0.0	-74.28216778668802
1932000	-30329.394078727895	-77.96505354433724	-30251.42902518356	1184242.024835051	1184242.024835051	3609133.8512626723	901669.1601223452	62.00493239084108	0.31384755451240415	0.2509673039845651	0.1508653629703548	0.28431977853267354	0.24416753824946127	2.8344303929228134E-8	2.8344303929228137E-8	-30251.42902518356	0.0	-73.41514243711907
1933000	-30331.12114203628	-79.66264494750538	-30251.458497088777	1260518.3136561592	1260518.3136561592	3839016.3987515196	1807862.346655757	62.00493239084108	0.3094930351824538	0.25476731141039816	0.15209544624403792	0.28364420716310773	0.16961402027046157	2.706865989669497E-8	2.706865989669497E-8	-30251.458497088777	0.0	-74.61846843323178
1934000	-30332.990084132587	-78.16751519961934	-30254.822568932967	1383632.9104850022	1383632.9104850022	4064711.811599427	939413.0296347957	62.00493239084108	0.3094930351824538	0.25476731141039816	0.15209544624403792	0.28364420716310773	0.18153286014283526	2.607301159668827E-8	2.607301159668827E-8	-30254.822568932967	0.0	-73.79938517242218
1935000	-30335.902584409916	-77.65533362830872	-30258.247250781606	1129303.8720493275	1129303.8720493275	3480181.9125568345	512147.0654821385	54.401295774847405	0.3094930351824538	0.25802585713411347	0.1488369005203226	0.28364420716310773	0.27558697230426193	3.092506216956973E-8	3.092506216956973E-8	-30258.247250781606	0.0	-73.92831732425776
1936000	-30333.708555685753	-78.25431981781642	-30255.454235867935	1149416.603815982	1149416.603815982	3449730.208513972	635785.2663759239	82.39668750444072	0.3094930351824538	0.25802585713411347	0.15131549110036124	0.2811656165830691	0.19326634196483397	3.078840110026005E-8	3.078840110026005E-8	-30255.454235867935	0.0	-73.20847579779173
1937000	-30330.893255610987	-76.27579553846088	-30254.617460072524	1036769.8839383242	1036769.8839383242	3060026.126619387	685389.1247418426	54.83978295499493	0.3094930351824538	0.2593600362305265	0.14998131200394818	0.2811656165830691	0.16185476469448473	3.513155474278744E-8	3.513155474278744E-8	-30254.617460072524	0.0	-72.33344953924366
1938000	-30333.649079867326	-76.19916376206051	-30257.449916105266	1040906.6002323985	1040906.6002323985	3075593.3339831815	580424.7308297973	57.17836002762446	0.3126721995137161	0.2550231062835508	0.14923377012541075	0.2830709240773199	0.03815763177763224	3.6278968553295057E-8	3.627896855329506E-8	-30257.449916105266	0.0	-72.53021660340826
1939000	-30334.955277567107	-77.61908169281057	-30257.336195874297	1054399.071455519	1054399.071455519	3256184.489656118	479868.1187458479	63.09942988581637	0.3136844108866008	0.2550231062835508	0.1486664714045853	0.28262601142526067	0.1302939766829503	3.36179984781566E-8	3.3617998478156593E-8	-30257.336195874297	0.0	-73.7310962792544
1940000	-30334.80237478848	-76.96862751445518	-30257.833747274024	975021.3057896387	975021.3057896387	2934323.3836203585	364568.03455803596	50.15471267185073	0.3136844108866008	0.252599407731931	0.1486664714045853	0.28504970997688045	0.2585413240550971	3.532771927848016E-8	3.532771927848016E-8	-30257.833747274024	0.0	-73.70273143188635
1941000	-30331.91623942449	-78.1080183372234	-30253.808221087264	1142065.8611121809	1142065.8611121809	3498668.620467848	514930.0026254584	64.38196341975424	0.3136844108866008	0.252599407731931	0.1486664714045853	0.28504970997688045	0.2585413240550971	3.067849674267141E-8	3.067849674267142E-8	-30253.808221087264	0.0	-73.9160653089125
1942000	-30331.00425690945	-77.76269464332498	-30253.241562266125	1267453.9326942929	1267453.9326942929	3841683.094095967	1100948.1579605022	49.88219966533581	0.3136844108866008	0.2519695889947761	0.1497396693898311	0.28460633072878955	0.2145485183338903	2.7802590055870335E-8	2.7802590055870332E-8	-30253.241562266125	0.0	-73.74651415780869
1943000	-30334.5706707157	-78.22894488203329	-30256.341725833667	1104001.6514079536	1104001.6514079536	3426966.7112485534	1009130.0372621961	67.36164785419867	0.31034711989276326	0.24969741367863926	0.15201184470596796	0.2879436217226271	0.21023077044230587	3.206890082168496E-8	3.206890082168495E-8	-30256.341725833667	0.0	-73.28818370599836
1944000	-30333.840139162345	-78.3906964796317	-30255.44944268271	1588301.2484815144	1588301.2484815144	4861004.002616706	967112.4106525885	46.44157052937403	0.31034711989276326	0.2557100626466701	0.15002876713377683	0.28391405032678735	0.17592396060026566	2.1183376729764603E-8	2.11833767297646E-8	-30255.44944268271	0.0	-75.04176080333524
1945000	-30334.9424466658	-78.67547735128208	-30256.266969314518	1159043.3682705015	1159043.3682705015	3598415.7341933283	1601485.2875225141	51.890811813804284	0.30746402652245325	0.2560447321514308	0.15252051367041455	0.283970727655699	0.1833626606279665	2.8805167173859322E-8	2.8805167173859322E-8	-30256.266969314518	0.0	-74.18615269027657
1946000	-30333.54938021525	-79.62301697130972	-30253.92636324394	1266316.2825435703	1266316.2825435703	3821369.0354622356	1779970.3028361695	61.420568415466256	0.31517217355540206	0.24833658511848203	0.15252051367041455	0.283970727655699	0.20573692191483145	2.761877531106096E-8	2.7618775311060963E-8	-30253.92636324394	0.0	-74.53654749252283
1947000	-30333.0440244677	-78.0594468694568	-30254.984577598243	1368585.7709955692	1368585.7709955692	4213473.067350951	621853.7059384163	44.73068096144613	0.31316575651382456	0.2509710090457394	0.15252051367041455	0.2833427207700191	0.2148723771676921	2.4055592861102637E-8	2.4055592861102634E-8	-30254.984577598243	0.0	-75.04605021207749
1948000	-30333.50768022247	-77.86427723956962	-30255.6434029829	1161116.5981431438	1161116.5981431438	3646518.0281232633	902782.4666103456	56.22490261737898	0.31316575651382456	0.2509710090457394	0.15252051367041455	0.2833427207700191	0.2148723771676921	2.8895845937187957E-8	2.8895845937187957E-8	-30255.6434029829	0.0	-73.65480527535118
1949000	-30331.039145998053	-77.47732539866703	-30253.561820599385	1165935.9195935703	1165935.9195935703	3464231.568670451	563414.4732827886	62.24674644446928	0.31316575651382456	0.2509710090457394	0.14754694566534174	0.2883162887750919	0.168195340675527	3.159818513731539E-8	3.159818513731539E-8	-30253.561820599385	0.0	-73.45591312366784
1950000	-30330.573098033427	-78.44041605837643	-30252.13268197505	1277788.394206773	1277788.394206773	3870375.6779224086	543122.9961119702	62.026494769198145	0.31316575651382456	0.2509710090457394	0.14706775942497882	0.28879547501545483	0.168195340675527	2.6985350273001616E-8	2.6985350273001613E-8	-30252.13268197505	0.0	-74.60568040225156
1951000	-30331.313772824025	-78.24667528537496	-30253.06709753865	1254049.106566745	1254049.106566745	3890362.7438063296	855271.2820040921	62.412107977448954	0.3158162378803132	0.24950431154043862	0.14706775942497882	0.28761169115426694	0.19769912638923653	2.6668677620660945E-8	2.6668677620660942E-8	-30253.06709753865	0.0	-73.88940392494304
1952000	-30334.20690572607	-78.05495453031396	-30256.151951195756	1207162.2288687276	1207162.2288687276	3617057.2338297623	1135462.4587032648	61.782444892570425	0.3158162378803132	0.2435141113221871	0.15305795964323035	0.28761169115426694	0.15244253550503278	2.9076237501098396E-8	2.907623750109839E-8	-30256.151951195756	0.0	-73.45420765103142
1953000	-30334.583805131868	-78.99342995875294	-30255.590375173117	1263206.1312208904	1263206.1312208904	3894295.0870967726	1308720.5991921262	66.6413167367993	0.3158162378803132	0.24660579951085249	0.14996627145456495	0.28761169115426694	0.17461850526982173	2.5940817411856484E-8	2.594081741185649E-8	-30255.590375173117	0.0	-74.07556448708432
1954000	-30332.520938488975	-78.78957392639762	-30253.731364562576	1301823.4919176288	1301823.4919176288	4016947.6215249775	1526683.713000291	49.86087181021864	0.31363334030980067	0.25539610464692564	0.14945417268928354	0.2815163823539877	0.23745361467902282	2.6341210420177035E-8	2.6341210420177038E-8	-30253.731364562576	0.0	-74.45218173011428
1955000	-30336.87631064317	-77.58741246430246	-30259.288898178867	1042108.8812843093	1042108.8812843093	3181008.635725591	1126750.7936061101	49.86087181021864	0.31160896041808	0.251018658655265	0.15216662550582397	0.28520575542082854	0.34320304979854177	3.2418222604188883E-8	3.2418222604188883E-8	-30259.288898178867	0.0	-73.12451478728966
1956000	-30329.005240590992	-77.68868448823405	-30251.316556102756	1229132.6096600338	1229132.6096600338	3651703.191879542	884017.3636333704	61.56232804266503	0.31160896041808	0.25190569602523316	0.15127958813585582	0.28520575542082854	0.18176792196442584	2.8972748399345075E-8	2.897274839934507E-8	-30251.316556102756	0.0	-73.2962253897095
1957000	-30330.373449650953	-77.82660692409576	-30252.546842726857	1236691.620857185	1236691.620857185	3758124.756380604	938762.549504799	55.42610143806364	0.3155561052955056	0.25190569602523316	0.14733244325843023	0.28520575542082854	0.25832298165100087	2.8157073089258842E-8	2.8157073089258842E-8	-30252.546842726857	0.0	-73.56071357199178
1958000	-30333.653836925776	-78.5416168210719	-30255.112220104704	1377712.7075231604	1377712.7075231604	4287051.563863935	875504.0959717876	56.85946459896078	0.3123408545633617	0.25593493530723455	0.14733244325843023	0.2843917668709711	0.25832298165100087	2.3641663953249277E-8	2.3641663953249273E-8	-30255.112220104704	0.0	-74.42817637474585
1959000	-30330.26782420898	-77.45183347455865	-30252.81599073442	1180416.4229294527	1180416.4229294527	3592587.6633307263	1037612.9695432486	48.61035003219621	0.31231726799060777	0.2553264472089595	0.14661448240366012	0.2857418023967702	0.25832298165100087	2.8741967373169824E-8	2.8741967373169834E-8	-30252.81599073442	0.0	-73.43448051951654
1960000	-30338.090191509	-79.6139733987629	-30258.476218110238	1438536.7004392813	1438536.7004392813	4337426.839029054	1357271.4926866489	73.1353981815035	0.30536460813654676	0.2553264472089595	0.1522696217841108	0.2870393228703806	0.16700687586692153	2.586813276333674E-8	2.5868132763336738E-8	-30258.476218110238	0.0	-74.4328586886675
1961000	-30342.880502355612	-79.61886933150188	-30263.26163302411	1626623.0142791255	1626623.0142791255	4776982.4713566	656489.5310598811	73.1353981815035	0.30536460813654676	0.2553264472089595	0.15183712434474003	0.2874718203097513	0.07894769574140269	2.2987648440183873E-8	2.298764844018387E-8	-30263.26163302411	0.0	-75.44987876020068
1962000	-30336.090558270764	-78.98772633355706	-30257.102831937205	1411540.858779851	1411540.858779851	4454763.205039806	1304103.2136560567	54.08380609567474	0.31430140887710734	0.2516701671652416	0.15183712434474003	0.2821912996129086	0.21510238678724244	2.357605701580536E-8	2.3576057015805364E-8	-30257.102831937205	0.0	-74.72579827132603
1963000	-30332.05625055681	-78.18687793354967	-30253.86937262326	1304173.1921785295	1304173.1921785295	3997850.1597444564	589822.3363593293	54.08380609567474	0.31218304706067834	0.25172438513369355	0.15183712434474003	0.28425544346088566	0.18581371413844783	2.455860514665962E-8	2.4558605146659624E-8	-30253.86937262326	0.0	-74.70929697138634
1964000	-30335.80699997495	-78.59477856159265	-30257.212221413356	1425461.973212491	1425461.973212491	4326969.444538224	1180180.5944055712	54.08380609567474	0.305482467998093	0.2542421881403333	0.15130107133005805	0.28897427253151325	0.23793578439477672	2.3135902014343307E-8	2.313590201434331E-8	-30257.212221413356	0.0	-74.38681902635106
1965000	-30334.724803417183	-78.61134194281307	-30256.113461474368	1113988.1152083247	1113988.1152083247	3419491.588044067	1368189.3647103342	63.529049202660886	0.305482467998093	0.2553322577438815	0.15130107133005805	0.287884202927965	0.16678702917674282	2.9995044007891104E-8	2.99950440078911E-8	-30256.113461474368	0.0	-73.6705624873834
1966000	-30329.95560252367	-77.99045428443102	-30251.96514823924	1180579.9069943454	1180579.9069943454	3566468.7970559406	1170328.2680120724	58.87964370513766	0.31576919480131976	0.2553322577438815	0.14520141319994914	0.28369713425484716	0.16678702917674282	2.8169783300257527E-8	2.816978330025753E-8	-30251.96514823924	0.0	-73.48785910207619
1967000	-30331.236628442075	-77.38257787297542	-30253.854050569098	1159033.2314437232	1159033.2314437232	3530618.0213921624	1047726.923731803	50.27879753164633	0.30871990177900815	0.25920701662290657	0.14837594734323567	0.28369713425484716	0.1891522464011884	2.8742737175238544E-8	2.8742737175238544E-8	-30253.854050569098	0.0	-73.39053462015387
1968000	-30333.797756732263	-78.82584213205811	-30254.971914600206	1287972.1211347412	1287972.1211347412	3875621.9144881545	1598184.3684955076	54.429132581912675	0.3158989218496409	0.2548408212205355	0.14837594734323567	0.2808843095865855	0.1891522464011884	2.5081591301870708E-8	2.5081591301870708E-8	-30254.971914600206	0.0	-74.30113619063138
1969000	-30329.68874035511	-78.42894572681601	-30251.259794628295	1275622.7010619168	1275622.7010619168	3863359.5533766868	474901.00045219297	52.27431288686937	0.3144655266861639	0.2548408212205355	0.147742776269009	0.28295087582428924	0.21684729446097303	2.7768388548107068E-8	2.7768388548107068E-8	-30251.259794628295	0.0	-75.1171772166165
1970000	-30334.4744039151	-78.55127105451673	-30255.923132860586	1361174.6979625318	1361174.6979625318	4094956.033520336	1611752.4006774938	47.49081168052146	0.3144655266861639	0.2548408212205355	0.147742776269009	0.28295087582428924	0.17974877466669942	2.3996487113144565E-8	2.3996487113144568E-8	-30255.923132860586	0.0	-74.47745853293435
1971000	-30335.543682554762	-78.96290147552337	-30256.58078107924	1412086.2911831303	1412086.2911831303	4259597.769700112	1079752.6027165812	67.257973032488	0.3144655266861639	0.2548408212205355	0.15073570579984702	0.2799579462934512	0.17000604860070195	2.6250618015536287E-8	2.625061801553629E-8	-30256.58078107924	0.0	-74.24658049469994
1972000	-30332.522437985517	-77.55793496987185	-30254.964503015646	1234168.8634091695	1234168.8634091695	3729860.7256020335	842198.305594413	54.98161953263814	0.314286832743902	0.26017453117135714	0.14558068979128724	0.2799579462934512	0.20451465612075093	2.7114469217814044E-8	2.7114469217814047E-8	-30254.964503015646	0.0	-73.55154861808138
1973000	-30331.68155698106	-76.8684743651652	-30254.813082615896	1097551.583865233	1097551.583865233	3294257.0565199954	691533.5298013112	57.86273406481942	0.314286832743902	0.26017453117135714	0.14558068979128724	0.2799579462934512	0.18457269431534226	2.987681319732996E-8	2.987681319732995E-8	-30254.813082615896	0.0	-72.84098297647984
1974000	-30337.37854817819	-80.19741175000573	-30257.181136428182	1347776.615618047	1347776.615618047	4107289.718049971	1924253.0498625692	64.50652542958298	0.32298629071730445	0.2512937099028926	0.14502465421491068	0.28069534516488986	0.23911874269995212	2.39763483572169E-8	2.3976348357216903E-8	-30257.181136428182	0.0	-74.93248622648466
1975000	-30332.967424085	-77.82672742228078	-30255.14069666272	1282101.715660789	1282101.715660789	3835367.2915235907	525150.7681037199	53.90641530551323	0.31820723773563514	0.2545775889234418	0.14464481674172647	0.2825703565991942	0.18702513678754976	2.5912288661298507E-8	2.5912288661298507E-8	-30255.14069666272	0.0	-74.42365454318694
1976000	-30329.643663272207	-76.3743752392236	-30253.269288032985	1066128.3075753264	1066128.3075753264	3201450.628431678	690582.3515828418	51.66988777879204	0.31820723773563514	0.25271782218052347	0.1465045834846448	0.2825703565991942	0.1460023599311572	3.374007646355724E-8	3.374007646355724E-8	-30253.269288032985	0.0	-72.67136158777062
1977000	-30329.859721666955	-77.40043021303032	-30252.459291453924	1109537.8985464806	1109537.8985464806	3332647.538296549	1115901.735332484	54.59224277900476	0.3174557691528688	0.2504865116547293	0.14873589401043896	0.28332182518196053	0.1244620834920918	3.192734974169727E-8	3.192734974169727E-8	-30252.459291453924	0.0	-73.15024586001488
1978000	-30337.9471009143	-77.94279775229047	-30260.00430316201	1391878.571148694	1391878.571148694	4254914.604882317	1147636.198710276	48.697887770350945	0.3174557691528688	0.24994082828242553	0.14928157738274273	0.28332182518196053	0.10011784685506851	2.6099143734703925E-8	2.6099143734703918E-8	-30260.00430316201	0.0	-74.26098997489589
1979000	-30335.935597836986	-82.5990917790831	-30253.3365060579	1426189.4697813042	1426189.4697813042	4288127.749407457	3442148.3730081767	68.54766819732414	0.3174557691528688	0.24994082828242553	0.14928157738274273	0.28332182518196053	0.141403244164307	2.5216435151301385E-8	2.5216435151301385E-8	-30253.3365060579	0.0	-76.74962048018695
1980000	-30333.41363584517	-78.20177514978069	-30255.211860695388	1078486.7375524538	1078486.7375524538	3278632.075061978	1109586.762770574	66.32051147337654	0.30925072722381003	0.2552283957534374	0.14928157738274273	0.28623929964000744	0.25653288706990973	2.9614349991357596E-8	2.9614349991357596E-8	-30255.211860695388	0.0	-73.15150472725387
1981000	-30334.00930198143	-78.1905976344089	-30255.81870434702	1220159.4509089272	1220159.4509089272	3821307.824937345	1103982.7104745393	51.309463497619554	0.30925072722381003	0.2552283957534374	0.14928157738274273	0.28623929964000744	0.31497987836626595	2.6270016850289896E-8	2.6270016850289903E-8	-30255.81870434702	0.0	-73.92191662602822
1982000	-30331.82441374651	-77.93713703066769	-30253.887276715843	1268697.5346036544	1268697.5346036544	3807633.9455827298	1309381.472241335	47.18144898076312	0.30925072722381003	0.2552283957534374	0.14928157738274273	0.28623929964000744	0.24859573891458756	2.6672529939563358E-8	2.6672529939563365E-8	-30253.887276715843	0.0	-73.85935227261376
1983000	-30330.578969428145	-78.01356795216431	-30252.565401475982	1290642.792281986	1290642.792281986	3953722.711420355	605304.6431261904	51.93788457632862	0.3090871060947814	0.2552283957534374	0.14928157738274273	0.28640292076903606	0.18634881546782536	2.5972545999128375E-8	2.5972545999128375E-8	-30252.565401475982	0.0	-74.58841150892333
1984000	-30330.890991631513	-76.98515297006217	-30253.905838661452	1060242.4950253083	1060242.4950253083	3179532.202777778	803611.2702914112	56.05558347869488	0.31007363820727635	0.2527460420184211	0.14928157738274273	0.28789874239155744	0.26520246598557135	3.35934216658942E-8	3.35934216658942E-8	-30253.905838661452	0.0	-72.65496960441925
1985000	-30332.54664953892	-80.69941077844328	-30251.847238760474	1151072.9122033617	1151072.9122033617	3472850.322282945	2736036.816525765	53.53804698691925	0.31007363820727635	0.2527460420184211	0.1498843631589982	0.28729595661530194	0.1505083587045718	2.9298694910547913E-8	2.9298694910547913E-8	-30251.847238760474	0.0	-75.62531793705057
1986000	-30328.905882237555	-77.56661009000936	-30251.339272147547	1158613.9470569831	1158613.9470569831	3536913.410429124	954867.0507102029	53.96527282174069	0.310812874250169	0.2527460420184211	0.1498843631589982	0.2865567205724093	0.24218656199218908	2.9150636225976777E-8	2.9150636225976777E-8	-30251.339272147547	0.0	-73.34904448690126
1987000	-30331.2841343404	-78.27806074599388	-30253.006073594406	1267827.9193543515	1267827.9193543515	3806158.9064247487	1278445.7023079682	53.86173977173541	0.310812874250169	0.25685300879810896	0.1498843631589982	0.2824497537927214	0.24218656199218908	2.6326808281246113E-8	2.632680828124611E-8	-30253.006073594406	0.0	-73.86478566512967
1988000	-30331.94635756061	-77.8234631962012	-30254.12289436441	1387015.1637622039	1387015.1637622039	4116210.8724042093	786144.0036939159	55.72424433416162	0.3136677096789751	0.25685300879810896	0.14702952773019212	0.2824497537927214	0.14199909927536478	2.6472743524559715E-8	2.6472743524559715E-8	-30254.12289436441	0.0	-74.0251127517065
1989000	-30334.50249627353	-79.19067799848236	-30255.311818275048	1504096.3944892103	1504096.3944892103	4564349.279855919	1155676.1139239296	65.29783062116327	0.30799490240413063	0.25541886235980377	0.14702952773019212	0.2895567075058711	0.17724461610601122	2.244158800755315E-8	2.244158800755315E-8	-30255.311818275048	0.0	-74.60428114693882
1990000	-30332.73196277349	-77.77029749076337	-30254.961665282728	1253999.0312006974	1253999.0312006974	3905776.8564226604	1148930.7500063044	47.105994409259544	0.3097407972217491	0.2584614369258989	0.14702952773019212	0.2847682381221575	0.17724461610601122	2.6873633941354108E-8	2.6873633941354104E-8	-30254.961665282728	0.0	-73.97602671373966
1991000	-30334.313757739157	-78.15102030174893	-30256.162737437407	1334992.1986419153	1334992.1986419153	4066183.9632515796	1146271.9605370397	52.31125994324884	0.32296526783925966	0.24904691530152784	0.14702952773019212	0.280958289129018	0.21224192726334265	2.5758368374863632E-8	2.575836837486363E-8	-30256.162737437407	0.0	-74.03094937308555
