# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Feb 16 14:09:02 UTC 2021 [seed=1613484541067]
# ../xml/bears_aligned_ccs_root.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
55000	-30348.172773618906	-92.10937442425464	-30256.063399194652	1425450.4952801496	1425450.4952801496	4381807.369183601	610428.5230232173	49.62063796872743	0.31283121845094886	0.25587629385572314	0.14832624504947992	0.28296624264384845	0.19438635522188688	2.3947449938969973E-8	2.3947449938969976E-8	-30256.063399194652	0.0	-75.4236905539503
56000	-30350.744090100074	-92.31284224230133	-30258.431247857774	1537405.3796233607	1537405.3796233607	4713957.388191961	799238.4475118079	58.75067923229409	0.31283121845094886	0.2575547432937283	0.14832624504947992	0.2812877932058433	0.16668363831168578	2.155783949650858E-8	2.155783949650858E-8	-30258.431247857774	0.0	-75.07026455187614
57000	-30351.729757788777	-92.0786422747791	-30259.651115513996	1372587.8305644952	1372587.8305644952	4283598.7063147165	742886.7506325275	52.54369552112185	0.3120310961198205	0.2579104828768576	0.1483498360297316	0.2817085849735907	0.20103769058168053	2.37093460946568E-8	2.3709346094656807E-8	-30259.651115513996	0.0	-74.9256003852154
58000	-30344.315802414712	-91.92385994457608	-30252.391942470138	1205939.180541459	1205939.180541459	3671866.0628933343	741643.1567537179	62.02012525699579	0.3153436294327504	0.2579104828768576	0.14522792035572513	0.2815179673346672	0.19959506885142836	2.726480196085015E-8	2.726480196085015E-8	-30252.391942470138	0.0	-73.59176902277687
59000	-30342.179718196847	-91.56947603606577	-30250.61024216078	1256159.771737113	1256159.771737113	3808251.6228410224	812528.6501556948	55.97795170248181	0.3153436294327504	0.2514008805989996	0.1517375226335831	0.2815179673346672	0.21161165529943576	2.7107627202786236E-8	2.7107627202786233E-8	-30250.61024216078	0.0	-73.65232296838539
60000	-30345.691302443698	-92.89716757108332	-30252.794134872616	1284344.1578826439	1284344.1578826439	3827222.318945641	1339662.2604198519	70.50233892858763	0.3147896415507442	0.25092494987474556	0.1517375226335831	0.2825478859409275	0.19379244385327882	2.8148201707345766E-8	2.8148201707345762E-8	-30252.794134872616	0.0	-73.90112857664727
61000	-30346.731274029873	-92.25755294765133	-30254.47372108222	1375160.682768428	1375160.682768428	4226600.323426626	1097999.454156946	58.37639057339499	0.3147245249829947	0.25092494987474556	0.15204845922248184	0.28230206591977824	0.25918336339992404	2.4710865395201948E-8	2.4710865395201944E-8	-30254.47372108222	0.0	-74.26423249632126
62000	-30344.485132308713	-91.53140125969483	-30252.95373104902	1396269.253081315	1396269.253081315	4238225.823046241	967961.8467825283	53.34277143250748	0.3125535087521622	0.25599187523606265	0.14698153386116475	0.28447308215061073	0.1550814741562064	2.5252905450182266E-8	2.525290545018227E-8	-30252.95373104902	0.0	-74.16486497034157
63000	-30346.5168652719	-91.95645479554928	-30254.56041047635	1212894.6041103997	1212894.6041103997	3708015.8031409658	579687.359501143	58.18045396289811	0.3118765905799273	0.25006387994287216	0.15342832095696965	0.28463120852023127	0.24083898512739732	2.7489906260398938E-8	2.7489906260398945E-8	-30254.56041047635	0.0	-74.00872786693422
64000	-30347.716116681295	-91.99842676728767	-30255.717689914007	1029927.2998969725	1029927.2998969725	3089235.7799440622	1214897.9595554373	44.415680314588606	0.3162067944431288	0.2502562948257408	0.15127683552139026	0.28226007520974045	0.14091803006098164	3.327203210712168E-8	3.327203210712169E-8	-30255.717689914007	0.0	-73.05023336551179
65000	-30345.31760417931	-91.46428900451212	-30253.853315174798	1380433.7432925033	1380433.7432925033	4185794.7871094705	838285.1050138816	52.740659548663956	0.3162067944431288	0.25171203132531245	0.149287086958659	0.28279408727290006	0.16685685469122027	2.5455600946164702E-8	2.5455600946164702E-8	-30253.853315174798	0.0	-74.21180826569268
66000	-30350.689280253217	-91.56059002903744	-30259.12869022418	1126231.7767303188	1126231.7767303188	3317069.618261974	948887.8456299319	56.77155036451922	0.3078837857940117	0.25464350422141274	0.14765549941369957	0.28981721057087634	0.12473059327739544	3.2526230262494554E-8	3.252623026249456E-8	-30259.12869022418	0.0	-72.84271280207447
67000	-30351.06026265862	-92.11840106630345	-30258.941861592317	1189129.2292679166	1189129.2292679166	3664405.6405899515	1106760.730774751	56.68224126137206	0.3132123932492314	0.2556917924915805	0.14127860368831208	0.28981721057087634	0.1924846129259843	2.657134783099074E-8	2.657134783099074E-8	-30258.941861592317	0.0	-73.6045790215906
68000	-30350.325808316673	-92.3005536180871	-30258.025254698587	1507250.8143201286	1507250.8143201286	4558071.109838174	741362.0799755218	60.13649556612175	0.3072593561283756	0.2577760167916442	0.14952100447344333	0.28544362260653716	0.2273486019221924	2.3296751345560422E-8	2.3296751345560422E-8	-30258.025254698587	0.0	-74.88491335522306
69000	-30347.017313981134	-92.27137985932931	-30254.745934121805	1341755.8374930518	1341755.8374930518	4082946.329251725	644084.5611617959	60.468320038764816	0.3101288550556416	0.25637628043859945	0.14805639775457202	0.2854384667511872	0.2717560531399255	2.5528154532880932E-8	2.5528154532880932E-8	-30254.745934121805	0.0	-74.57171947573816
70000	-30349.212967601976	-92.00036116218948	-30257.212606439785	1402983.5329407363	1402983.5329407363	4328264.612563694	763417.2730599918	51.36989711364097	0.31602547591824315	0.24946561102241951	0.14907044630815036	0.2854384667511872	0.31683970702161984	2.2308149831519302E-8	2.2308149831519305E-8	-30257.212606439785	0.0	-74.75107697617301
71000	-30346.408935477768	-92.98439965406104	-30253.424535823706	1150844.8810721347	1150844.8810721347	3522194.7207694193	1371828.726482005	55.488926503481586	0.3157025557645049	0.25063760008162783	0.14823309519400635	0.2854267489598612	0.3309975290626349	2.9073162172288236E-8	2.9073162172288236E-8	-30253.424535823706	0.0	-73.77907667817097
72000	-30351.301547889765	-93.821507491056	-30257.48004039871	1381031.69928228	1381031.69928228	4279032.714639773	478570.77581599	62.34791309176443	0.31578686443445975	0.25063760008162783	0.14814878652405147	0.2854267489598612	0.32286997190649425	2.3040497373625812E-8	2.3040497373625812E-8	-30257.48004039871	0.0	-76.39365171479884
73000	-30344.37125028735	-91.87956094387788	-30252.49168934347	1230786.3142537426	1230786.3142537426	3692710.2587358253	574133.649925679	59.33354857799914	0.31578686443445975	0.25063760008162783	0.14814878652405147	0.2854267489598612	0.2419589913997191	2.7880857671587384E-8	2.788085767158738E-8	-30252.49168934347	0.0	-73.94731565577086
74000	-30350.740672696997	-91.90118998266561	-30258.83948271433	1430262.8776165433	1430262.8776165433	4298751.605074486	758517.539731513	59.58766780522092	0.31578686443445975	0.2523571150029194	0.14778301262943225	0.28407300793318885	0.211465616235272	2.216143577071854E-8	2.216143577071854E-8	-30258.83948271433	0.0	-74.47517170833848
