# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Feb 16 13:09:30 UTC 2021 [seed=1613480967727]
# bears_aligned_bsl.xml
# keywords: skyline
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	skyline
32000	-31471.408675092636	-1022.0980180000412	-30449.310657092596	360168.1429540901	360168.1429540901	984616.2767801541	250052.75034689653	332681.3923870623	57445.494593385025	124.8401723362398	1.0	2.0	1.0	1.0	57.646304527328645	0.31882837046621393	0.2551073298103196	0.14412210699813682	0.28194219272532994	0.19231157010096528	1.0722290903719422E-7	1.0722290903719423E-7	-30449.310657092596	0.0	-59.191169711535906
33000	-31473.305781796185	-1024.750045593127	-30448.55573620306	360048.25334716175	360048.25334716175	962501.9015326502	364664.7406036472	382026.49803628837	238452.25610029596	172.77820351837732	1.0	1.0	2.0	1.0	56.66820818099565	0.31654162948204306	0.2551073298103196	0.14337398322767853	0.2849770574799591	0.23902771643067772	1.0431508395341988E-7	1.0431508395341985E-7	-30448.55573620306	0.0	-59.32432451849008
34000	-31471.735707773696	-1022.1672681438797	-30449.568439629817	360048.7386093818	360048.7386093818	953873.0122492427	428604.1624567686	181669.3312754844	56652.28600293908	213.72049786666648	2.0	1.0	1.0	1.0	52.41166897939168	0.3116773251714329	0.2527183863344565	0.1506272310141518	0.2849770574799591	0.35649675382115137	1.0438595769086355E-7	1.0438595769086353E-7	-30449.568439629817	0.0	-59.52097508399615
35000	-31471.55118806812	-1024.9302565543433	-30446.620931513775	360081.56620135286	360081.56620135286	981403.618228748	478870.4707040744	176819.9865297148	202375.08896375485	362.20841364902935	1.0	2.0	1.0	1.0	50.987464518387696	0.3158512279079088	0.2539542388866755	0.14932112487570268	0.28087340832971325	0.17866450141482795	1.0384600905684162E-7	1.0384600905684164E-7	-30446.620931513775	0.0	-60.48957576347319
36000	-31470.45839838736	-1024.4374311031943	-30446.020967284167	360188.9429961161	360188.9429961161	982567.7893587925	129755.63662329326	152110.14723862245	199811.19568261105	700.9286710725984	2.0	1.0	1.0	1.0	52.690542303637194	0.3158512279079088	0.25380364003766137	0.14932112487570268	0.2810240071787274	0.17473471809271046	1.0416357229290787E-7	1.0416357229290787E-7	-30446.020967284167	0.0	-61.70940266152361
37000	-31475.21788800433	-1025.5549106344833	-30449.662977369844	360435.9385289466	360435.9385289466	981712.3574663738	288827.21370759	191245.76795924932	187675.64454006308	2755.6748783011485	1.0	2.0	1.0	1.0	50.62158271622785	0.3157217175546396	0.24830017793568981	0.1522231775614637	0.28375492694820703	0.1332781394926855	1.0562295921910002E-7	1.0562295921910004E-7	-30449.662977369844	0.0	-62.0811791660842
38000	-31474.475052543636	-1024.23067636679	-30450.244376176845	360217.2421225024	360217.2421225024	973152.2551013989	500876.8508718079	283882.22523535654	49876.974066209135	1331.4460029081342	1.0	2.0	1.0	1.0	61.28246049904019	0.3159607941968041	0.2452308906541644	0.15381222369821276	0.28499609145081883	0.20369236901218335	1.096642627803925E-7	1.0966426278039249E-7	-30450.244376176845	0.0	-60.747531476094835
39000	-31474.80125691329	-1025.6656220890873	-30449.135634824204	361943.3823706595	361943.3823706595	991332.7756053407	255589.05015941654	183777.49091324536	79379.22808342468	3191.6884918998044	2.0	1.0	1.0	1.0	74.95217170775373	0.3081413890892533	0.2556862707008942	0.15381222369821276	0.28236011651163984	0.21241062846794045	1.0907227672935385E-7	1.0907227672935387E-7	-30449.135634824204	0.0	-62.45349827986805
40000	-31432.03280250938	-1032.5738796346277	-30399.458922874754	415138.821931232	415138.821931232	1254214.6542661418	411732.7612575264	486673.0075493588	73671.21786936495	6366.88377513023	1.0	2.0	1.0	1.0	56.46859687974189	0.3081413890892533	0.2584966998101086	0.15381222369821276	0.2795496874024255	0.19173344591184865	8.350533200355566E-8	8.350533200355566E-8	-30399.458922874754	0.0	-68.43478015106278
41000	-31371.085608110596	-1034.9558501796128	-30336.129757930983	526141.318613216	526141.318613216	1640542.130001813	700890.5949829766	902922.8598757576	153769.6825318411	32901.26600858971	1.0	2.0	1.0	1.0	56.74046987671012	0.3129507612645661	0.259946253923726	0.15105162081131712	0.27605136400039093	0.14517917378420295	6.887957325159973E-8	6.887957325159973E-8	-30336.129757930983	0.0	-68.44744276630989
42000	-31314.734356838533	-1037.957521150678	-30276.776835687855	704356.651736601	704356.651736601	2137421.7686740328	563742.8778036878	759271.7574520075	416908.59024359856	127423.48034282938	1.0	2.0	1.0	1.0	66.36656774606243	0.3154439701471352	0.2515535901754785	0.15105162081131712	0.2819508188660693	0.20187018833145964	4.9576665526828106E-8	4.95766655268281E-8	-30276.776835687855	0.0	-70.25249431865127
43000	-31294.299526516563	-1042.512570616702	-30251.78695589986	1001069.6722232449	1001069.6722232449	3032234.7684433255	930446.5371206262	414731.2447360112	191943.67708577932	69464.3379890541	1.0	1.0	2.0	1.0	59.07158399949138	0.3135118286687481	0.2534857316538656	0.14997685813712583	0.2830255815402606	0.2364114632569149	3.4086970708947456E-8	3.408697070894745E-8	-30251.78695589986	0.0	-76.76282566991397
44000	-31295.472945145502	-1039.7946201408306	-30255.678325004672	1041107.5615877261	1041107.5615877261	3126986.1335863257	642437.9050177832	297393.5077294198	581893.9951751935	427196.01041615586	1.0	1.0	2.0	1.0	52.253514316481045	0.3099693179363646	0.25740154260637865	0.14843247542037072	0.28419666403688615	0.18545598932616908	3.4558288663194845E-8	3.455828866319484E-8	-30255.678325004672	0.0	-72.59110319116114
45000	-31301.899866282536	-1040.045485719797	-30261.854380562738	1144616.2411555974	1144616.2411555974	3564680.479227972	845916.6072177477	395929.0654021963	524924.4542952188	629095.8113868511	1.0	1.0	1.0	2.0	41.53693921184697	0.30956773637968654	0.25552085925645585	0.15214610463362904	0.2827652997302287	0.16657589040390652	3.0808774067920246E-8	3.0808774067920246E-8	-30261.854380562738	0.0	-73.07575967807563
46000	-31295.823591188106	-1041.4492137443244	-30254.374377443783	1141071.7868711893	1141071.7868711893	3527027.7836780394	1000623.2769177447	362647.6644898138	384553.98173467396	256797.61499296105	1.0	1.0	1.0	2.0	55.27951732466905	0.3097014126249297	0.25850491620195043	0.14899264715403965	0.28280102401908036	0.17785170282401766	2.7836725582874144E-8	2.783672558287414E-8	-30254.374377443783	0.0	-74.6680227916098
47000	-31296.389325220985	-1041.619796506322	-30254.769528714663	1110075.1635134083	1110075.1635134083	3387145.322476854	1329251.783442008	1250040.7839861698	500526.3458596687	520282.27737239964	1.0	1.0	1.0	2.0	42.671644814744184	0.31601216431777	0.25596529062710943	0.14704674485653813	0.2809758001985826	0.1887493371462571	2.9545322282293444E-8	2.954532228229344E-8	-30254.769528714663	0.0	-73.14266210560453
48000	-31296.65776679925	-1044.8952400527264	-30251.762526746523	1281316.3155230223	1281316.3155230223	3929925.7218718375	1334323.6401267522	1785762.3963033827	302449.85794458195	430688.41758493724	2.0	1.0	1.0	1.0	54.225231183221894	0.3144467533725434	0.25274320807759976	0.14861215580176473	0.28419788274809227	0.15708053903034297	2.6325497693756375E-8	2.6325497693756375E-8	-30251.762526746523	0.0	-75.51787985025119
49000	-31294.490432498034	-1044.0546755109608	-30250.435756987074	1214906.5939128736	1214906.5939128736	3652294.3114708895	1639999.0596448407	1026886.509150202	1312235.3758783098	703282.8819122575	1.0	2.0	1.0	1.0	67.34721001491604	0.3140753524158735	0.2531146090342697	0.14861215580176473	0.28419788274809227	0.20634723064745997	2.8293736162672354E-8	2.8293736162672354E-8	-30250.435756987074	0.0	-73.02425520150076
50000	-31295.021118665478	-1042.23022836651	-30252.79089029897	1102334.1059175525	1102334.1059175525	3322890.5607677777	1953865.2902743248	762588.0887037661	945509.464664197	518542.19150963565	1.0	1.0	2.0	1.0	52.06457722851395	0.3100924125864699	0.25709754886367325	0.15194644499197413	0.2808635935578829	0.2517573235839897	3.047150760713086E-8	3.0471507607130864E-8	-30252.79089029897	0.0	-72.32812882417666
51000	-31296.635364240417	-1043.055223448109	-30253.58014079231	1307626.5675810876	1307626.5675810876	3968807.8522057077	1560106.5564985897	1059547.9706390407	942046.8953111743	708148.3436615664	1.0	2.0	1.0	1.0	52.09415828935136	0.3156917172305581	0.25603769229305984	0.15004583920052578	0.2782247512758565	0.17996549586013616	2.491203041558155E-8	2.4912030415581546E-8	-30253.58014079231	0.0	-73.47051125096
52000	-31302.814682233937	-1049.5135253747549	-30253.301156859183	1418253.3554104713	1418253.3554104713	4307851.90041865	7401996.727013445	1961777.7042701002	1858640.5300633705	335003.71185989893	2.0	1.0	1.0	1.0	58.172635990818584	0.31192479029941284	0.25603769229305984	0.15391064789748554	0.278126869510042	0.17647279731071522	2.362081007745254E-8	2.362081007745254E-8	-30253.301156859183	0.0	-76.19539249565712
53000	-31303.666481234817	-1046.3083035758177	-30257.358177659	1409440.831970603	1409440.831970603	4288468.2905711895	3048426.237599624	3080911.2779970267	793732.2404899878	263722.2707366937	1.0	1.0	2.0	1.0	56.60065427401635	0.3132455637007067	0.2549055508642086	0.14527931721888693	0.286569568216198	0.1964315944373712	2.496738514076185E-8	2.496738514076185E-8	-30257.358177659	0.0	-74.96171277515106
54000	-31301.940366451032	-1045.416655079801	-30256.523711371232	1409106.517329501	1409106.517329501	4193226.667441325	1472226.923273861	2771396.4956331113	690880.5571948418	295089.0366686264	2.0	1.0	1.0	1.0	57.83380218597193	0.31706601207968643	0.24852820644033605	0.14527931721888693	0.2891264642610908	0.12668129102035014	2.589644350223849E-8	2.589644350223849E-8	-30256.523711371232	0.0	-74.85700137145298
55000	-31303.107593972945	-1045.6922861670657	-30257.41530780588	1281963.5647959714	1281963.5647959714	3955257.2429083497	2931788.429764726	2208206.4482451743	1103003.1517810195	378531.21846950444	1.0	2.0	1.0	1.0	56.19784887893676	0.31488550336689797	0.2496530832764513	0.14527931721888693	0.29018209613776397	0.2683948665360877	2.474608623326764E-8	2.4746086233267642E-8	-30257.41530780588	0.0	-74.28266381983673
56000	-31299.687749972254	-1047.6183713230787	-30252.069378649176	1237420.5577194933	1237420.5577194933	3762505.9254667996	2653206.2276087278	3269355.5358655937	542005.0975455574	822252.6568291826	1.0	2.0	1.0	1.0	58.472519265337404	0.31488550336689797	0.2581393118714198	0.14632461769252905	0.2806505670691533	0.16521013617338617	2.677435849078321E-8	2.677435849078321E-8	-30252.069378649176	0.0	-75.4293915619093
57000	-31294.247312655934	-1042.7194802575361	-30251.5278323984	1070826.5478460093	1070826.5478460093	3238373.579033807	1061734.2206645817	1398690.1105183708	384166.4071392588	354986.3567558311	1.0	1.0	1.0	2.0	59.32335637374926	0.3145766870025066	0.2542871826710827	0.1472094720846823	0.2839266582417285	0.1709908483925199	3.1866421383911874E-8	3.1866421383911874E-8	-30251.5278323984	0.0	-73.73552467898709
